"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"3611","S Lee;Alan C Bovik ; Chris Podilchuk","Foveation-Based Error Resilience for Video Transmission over Mobile Networks ","IEEE International Conference Multimedia and Expo III","23","1","3611"
"3612","Y Chen;B W Wah","Calculus of Variations in Discrete Space for Constrained Nonlinear Dynamic Optimization, - ,","Proc of th IEEE International Conference Tools Artificial Intelligence","23","1","3612"
"3613","C Chen;Sheng-Tzong Cheng","Dynamic Round-based Resource Management for On-demand Multimedia Servers ","Comput J","23","10","3613"
"3614","Don Coppersmith;Jon Lee ","Parsimonious binary-encoding in integer programming ","IBM Research Report RC","23","10","3614"
"3615","S Lee;S-H Jang;J-S Lee"," Dynamic Bandwidth Allocation for Multiple VBR MPEG Video Sources "," Proc IEEE Int Conf Image Processing","23","10","3615"
"3616","Y Chen;G Dong;J Han;J Pei;B W Wah;J Wang","Stream Cube: An Architecture for Multi-Dimensional Analysis of Data Streams,"," for publication","23","10","3616"
"3617","Brenda L Dietrich;Jon Lee;Yew Sing Lee ","Order selection on a single machine with high set-up costs ","Annals of Operations Research","23","11","3617"
"3618","S Lee;B L Evans"," Efficient Implementation of Foveation Filtering "," Proc Instruments DSP Educator s Conference","23","11","3618"
"3619","Sheng-Tzong Cheng;Chia-Mei Chen;Jing-Wen Hwang"," Low-Power Design for Real-Time Systems, ","Proc of the st International Conference Information Communications Signal Processing ICICS International Conference Information Communications and Signal Processing Signapore","23","11","3619"
"3620","Y Chen;B W Wah","Automated Planning and Scheduling using Calculus of Variations in Discrete Space,","Proc of International Conference Automated Planning and Scheduling","23","11","3620"
"3621","C Liu;M Zhang;M Zheng;Y Chen","Step-By-Step Regression: A More Efficient Alternative for Polynomial Multiple Linear Regression in Stream Cube,","Proc of the Seventh Pacific Asia Conference Knowledge Discovery and Data Mining","23","12","3621"
"3622","Jill Hardin;Jon Lee;Janny Leung ","On the Boolean-quadric packing uncapacitated facility-location polytope ","Annals of Operations Research","23","12","3622"
"3623","S Lee;A C Bovik"," Foveated Video Quality Assessment and Compression Gain, ","IEEE Trans Multimedia Processing","23","12","3623"
"3624","Sheng-Tzong Cheng;Chia-Mei Chen"," Power Reduction for Real-Time Operating Systems,"," to Real Time Systems the International Journal of Time Critical Computing Systems","23","12","3624"
"3625","J Sheng;J Cheng;Y Chen","Solving and Applying a Class of Block-Diagonal Structured Large Linear Programming,","Journal of Systems Science and Systems Engineering pp","23","13","3625"
"3626","S Lee;A C Bovik"," Foveated Video and Image Analysis and Compression Gain Measurements "," IEEE Southwest Symposium Image Analysis and Interpretation","23","13","3626"
"3627","Sheng-Tzong Cheng;Chia-Mei Chen"," Temporal Analysis and Algorithms for Real-Time Scheduling and Allocation, "," the IJCA International Journal of Computers and Their Applications","23","13","3627"
"3628","T L Hayden;Jon Lee;Jim Wells;P Tarazaga ","Block matrices and multispherical structure of distance matrices ","Linear Algebra and its Applications","23","13","3628"
"3629","Alan Hoffman;Jon Lee;Joy Williams ","New upper bounds for maximum-entropy sampling ","A C Atkinson P Hackl and W G M ller editors MODA Advances Model Oriented Design and Analysis Contributions to Statistics Springer","23","14","3629"
"3630","C Chen;Jing-Wen Hwang ; Sheng-Tzong Cheng","Low-Power Design for Real-Time Systems ","Real Time Systems","23","14","3630"
"3631","J Sheng;J Cheng;Y Chen","Solving and Applying a Class of Block-Diagonal Structured Large Linear Programming,","Proc of the National Conference Operations Research and Management pp Xu Jicao editor Yuhang Press Beijing","23","14","3631"
"3632","S Lee;A C Bovik"," Foveated Image/Video Quality Assessment in Curvilinear Coordinates "," Int Workshop Very Low Bitrate Video Coding","23","14","3632"
"3633","J Lee;Walter D Morris ","Geometric Comparison of Combinatorial Polytopes ","Discrete Applied Mathematics","23","15","3633"
"3634","S Lee;A C Bovik;Y Y Kim"," High Quality, Low Delay Foveated Visual Communications over Mobile Channels, ","IEEE Trans Multimedia Processing reprinted","23","15","3634"
"3635","Shyh-In Hwang;Chia-Mei Chen;Ashok K Agrawala"," Scheduling an Overloaded Real-Time System ,","Procs of the IEEE International Conference Computers and Communications","23","15","3635"
"3636","Y Chen;Benjamin W Wah","Calculus of Variations in Discrete Space for Constrained Nonlinear Dynamic Optimization ","ICTAI International Conference Tools with Artificial Intelligence","23","15","3636"
"3637","B W Wah;Y Chen","Constrained Genetic Algorithms and their Applications in Nonlinear Constrained Optimization,","Proc th IEEE Int l Conf Tools Artificial Intelligence","23","16","3637"
"3638","C Li ; Chia-Mei Chen ; Sheng-Tzong Cheng","Network topology management in a mobile-switch ATM network: dynamic partition algorithms ","Int Journal of Network Management","23","16","3638"
"3639","Chun-Wa Ko;Jon Lee;Kevin Wayne ","Comparison of spectral and Hadamard bounds for D-optimality ","A C Atkinson L Pronzato and H P Wynn editors MODA Advances Model Oriented Data Analysis and Experimental Design Contributions to Statistics Springer","23","16","3639"
"3640","S Lee;A C Bovik"," Very Low Bit Rate Foveated Video Coding for H "," IEEE Int Conf Acoustics Speech and Signal Proc","23","16","3640"
"3641","B W Wah;Y Chen","Fast Temporal Planning using the Theory of Extended Saddle Points for Mixed Nonlinear Optimization,"," Artificial Intelligence Elsevier Science Pub","23","17","3641"
"3642","C Chen;Satish K Tripathi ; Sheng-Tzong Cheng","A Fault-Tolerance Model for Multiprocessor Real-Time Systems ","J Comput Syst Sci","23","17","3642"
"3643","Chun-Wa Ko;Jon Lee;Maurice Queyranne ","An exact algorithm for maximum entropy sampling ","Operations Research","23","17","3643"
"3644","S Lee;A C Bovik;Y Y Kim"," Low Delay Foveated Visual Communications over Wireless Channels "," IEEE Int Conf Image Processing Kobe","23","17","3644"
"3645","B W Wah;Y Chen","Hybrid Constrained Simulated Annealing and Genetic Algorithms for Nonlinar Constrained Optimization,","Proc IEEE Congress Evolutionary Computation","23","18","3645"
"3646","Chun-Wa Ko;Jon Lee;Einar Steingrïmsson ","The volume of relaxed Boolean-quadric and cut polytopes ","Discrete Mathematics","23","18","3646"
"3647","S Lee;S-H Park;S-H Jang"," Multiplexing of VBR Video Sources for Low Delay and Loss "," Proc of Korea Signal Processing","23","18","3647"
"3648","B W Wah;Y Chen","Hybrid Evolutionary and Annealing Algorithms for Nonlinear Discrete Constrained Optimization,"," International Journal of Computational Intelligence and Applications World Scientific","23","19","3648"
"3649","Laci Ladanyi;Jon Lee;Robin Lougee-Heimer ","Implementation of an exact algorithm for a cutting-stock problem using components of COIN-OR ","IBM Research Report RC","23","19","3649"
"3650","S Lee;A C Bovik"," Maximally Flat Bandwidth Allocation for VBR Video "," Proc IEEE Int Conf Image Processing","23","19","3650"
"3651","Chia-Mei Chen;Satish K Tripathi;S Cheng"," A Fault-Tolerance Model for Real-Time Systems, ","Procs of the IEEE Workshop Fault Tolerant Parallel and Distributed Systems","23","2","3651"
"3652","J Smith; D J Thomas","Quantitative analysis of one-dimensional gel electrophoresis profiles ","Computer Applications the Biosciences","23","2","3652"
"3653","Kurt M Anstreicher;Marcia Fampa;Jon Lee;Joy Williams ","Continuous relaxations for constrained maximum-entropy sampling ","Integer programming and combinatorial optimization volume of Lecture Notes Computer Science pages Springer","23","2","3653"
"3654","S Lee;Alan C Bovik ; Young Yong Kim","Low Delay Foveated Visual Communications over Wireless Channels ","ICIP International Conference Image Processing","23","2","3654"
"3655","Y Chen","Capturing and Replaying VGA Images Online,","Journal of Yangzhou University pp","23","2","3655"
"3656","Jon Lee;Matt Scobee ","A characterization of the orientations of ternary matroids ","Journal of Combinatorial Theory Series B","23","20","3656"
"3657","S Lee;J S Youn"," Method for Re-Synchronizing Variable Length Code at High Speed Using Parallel-Processing Pattern Matching ","","23","20","3657"
"3658","Y Chen;Benjamin W Wah ; Guozhu Dong ; Jianyong Wang ; Jiawei Han","Multi-Dimensional Regression Analysis of Time-Series Data Streams ","VLDB Very Large Data Bases","23","20","3658"
"3659","Jon Lee;Janny Leung ","A comparison of two edge-coloring formulations ","Operations Research Letters","23","21","3659"
"3660","S Lee"," Method for Selectively Correcting Errors Generated upon Transmitting Digital Video Data ","","23","21","3660"
"3661","Y Chen;Benjamin W Wah ; Guozhu Dong ; Jian Pei ; Jianyong Wang ; Jiawei Han","Online Analytical Processing Stream Data: Is It Feasible?","DMKD Research Issues Data Mining and Knowledge Discovery","23","21","3661"
"3662","B W Wah;Y Chen","Partitioning of Temporal Planning Problems in Mixed Space using the Theory of Extended Saddle Points,","Proc th IEEE International Conference Tools Artificial Intelligence","23","22","3662"
"3663","NEW Jon Lee","A First Course in Combinatorial Optimization,","University Press Paperback ISBN Hardback ISBN Cover for A First Course Combinatorial Optimization","23","22","3663"
"3664","S Lee;A C Bovik"," Motion Estimation and Compensation for Foveated Video "," IEEE Int Conf Image Processing Kobe","23","22","3664"
"3665","B W Wah;Y Chen","Optimal Anytime Constrained Simulated Annealing for Constrained Global Optimization,","Proc Principles and Practice of Constraint Programming Springer Verlag","23","23","3665"
"3666","Jon Lee;Walter D Morris; ","Geometric comparison of combinatorial polytopes ","Discrete Applied Mathematics","23","23","3666"
"3667","S Lee;S-G Shin;S-Y Shin"," Optical Implementation of Single-Layer Adaptive Neural Network for Multicategory Classification, ","Proc of the th Conference Waves and Lasers","23","23","3667"
"3668","Jon Lee;Joy Williams ","Generalized maximum-entropy sampling ","University of Department of Mathematics Technical report","23","24","3668"
"3669","S Lee;A C Bovik"," Optimal Foveated Video Coding , ","preparation","23","24","3669"
"3670","Jon Lee;Jennifer Ryan ","Local bipartite Turan graphs and graph partitioning ","Networks","23","25","3670"
"3671","S Lee;A C Bovik"," Optimal Rate Control for Real-time, Low Bitrate Foveated Video, ","IEEE Trans Image Processing","23","25","3671"
"3672","Jon Lee;Joy Williams ","A linear integer programming bound for maximum-entropy sampling ","Mathematical Programming Series B","23","26","3672"
"3673","S Lee"," Architectures for High Speed Re-Synchronization Using Parallel Pattern Matching "," Proc Visual Comm and Image Processing","23","26","3673"
"3674","Jon Lee;François Margot ","More on a parsimonious coloring formulation,","IBM Research Report RC","23","27","3674"
"3675","S Lee"," Error Resilience Foveated Video over Wireless Networks, ","preparation","23","27","3675"
"3676","Jon Lee;Jennifer Ryan ","Matroid applications and algorithms ","INFORMS formerly ORSA Journal Computing","23","28","3676"
"3677","S Lee;A C Bovik"," Rate Control for Foveated MPEG/H Video "," Proc IEEE Int Conf Image Processing","23","28","3677"
"3678","Jon Lee;Don Coppersmith ","Indivisibility and divisibility polytopes ","Novel Approaches to Hard Discrete Optimization Communications Series Volume American Mathematical Society","23","29","3678"
"3679","S Lee"," A Rate Control Algorithm for Co-located Variable Bit-Rate MPEG- Video Encoders "," Proc Visual Comm and Image Processing","23","29","3679"
"3680","Chia-Mei Chen;Satish K Tripathi"," Fault-Tolerance Scheduling in Real-Time Systems, ","Procs of the International Society for Computers and Their Applications ISCA International Symposium Computer Architecture International Conference Computer Applications Industry and Engineering","23","3","3680"
"3681","J Smith; ","OLIGOGET - a computerized database system for controlling oligonucleotide production ","Computer Applications the Biosciences","23","3","3681"
"3682","Kurt M Anstreicher;Jon Lee;Thomas F Rutherford ","Crashing a maximum-weight complementary basis ","Mathematical Programming Series A","23","3","3682"
"3683","S Lee;Alan C Bovik","Motion Estimation and Compensation for Foveated Video ","ICIP International Conference Image Processing","23","3","3683"
"3684","Y Chen;B W Wah","Discrete-Space Lagrangian Optimization for Multi-Objective Temporal Planning,","Proc of th Int l Workshop Distributed Constraint Reasoning","23","3","3684"
"3685","Jon Lee;Janny Leung;François Margot M","in-up/min-down polytopes ","IBM Research Report RC","23","30","3685"
"3686","S Lee;S-H Park;S-H Jang;J-S Koh"," Selective protection of coded bit-stream and error concealment for ATM transmission "," Proc of IEEE Workshop Visual Signal Processing and Communications","23","30","3686"
"3687","Jon Lee;Janny Leung ","On the Boolean quadric forest polytope ","IBM Research Report RC the INFOR Journal","23","31","3687"
"3688","S Lee"," A selective error correcting technique for digital HDTV transmission through ATM network "," Telecommunications Review","23","31","3688"
"3689","Jon Lee;Dan Wilson ","Polyhedral methods for piecewise-linear functions I: The lambda method ","Discrete Applied Mathematics","23","32","3689"
"3690","S Lee;A C Bovik"," Traffic Smoothing for Real-Time Variable Bit Rate Video Transmission, ","IEEE Trans Circuits Syst Video Tech revised","23","32","3690"
"3691","Jon Lee;Yew Sing Lee ","A spectral method for concordant polyhedral faces ","Linear Algebra and its Applications","23","33","3691"
"3692","S Lee;J-S Youn;S-H Jang;S-H Jang"," Transmission Error Detection, Resynchronization, and Error Concealment for MPEG Decoder "," Proc Visual Comm and Image Processing","23","33","3692"
"3693","Jon Lee;Janny Leung;Sven de Vries ","Separating type-I odd-cycle inequalities for a binary-encoded edge-coloring formulation ","IBM Research Report RC the Journal of Combinatorial Optimization","23","34","3693"
"3694","Jon Lee ","Characterizations of the dimension for classes of concordant polytopes ","Mathematics of Operations Research","23","35","3694"
"3695","Jon Lee ","Canonical equation sets for classes of concordant polytopes ","Discrete Applied Mathematics","23","36","3695"
"3696","Jon Lee ","Constrained maximum-entropy sampling ","Operations Research","23","37","3696"
"3697","Jon Lee ","Cropped cubes ","Journal of Combinatorial Optimization","23","38","3697"
"3698","Jon Lee ","Discussion on: `A state-space-model approach to optimal spatial sampling design based on entropy' ","Environmental and Ecological Statistics","23","39","3698"
"3699","Chia-Mei Chen;Satish K Tripathi"," An Analytical Model for the Reliability of Real-Time Systems, ","Procs of the International Association of Science and Technology for Development IASTED International Conference Applied Modelling Simulation and Optimization","23","4","3699"
"3700","Kurt M Anstreicher;Marcia Fampa;Jon Lee;Joy Williams ","Maximum-entropy remote sampling ","Discrete Applied Mathematics","23","4","3700"
"3701","S Lee;Alan C Bovik ; Chris Podilchuk ; Vidhya Krishnan","Unequal Error Protection for Foveation-Based Error Resilience over Mobile Networks ","ICIP International Conference Image Processing","23","4","3701"
"3702","Y Chen;G Dong;J Han;J Pei;B W Wah;J Wang","OLAPing Stream Data: Is It Feasible?,","Proc ACM SIGMOD International Conference Management of Data DMKD Research Issues Data Mining and Knowledge Discovery","23","4","3702"
"3703","Jon Lee ","Hoffman's circle untangled ","SIAM Society for Industrial and Applied Mathematics Review","23","40","3703"
"3704","Jon Lee ","All-different polytopes ","Journal of Combinatorial Optimization","23","41","3704"
"3705","Jon Lee ","Maximum entropy sampling ","A H El Shaarawi and W W Piegorsch editors Encyclopedia of Environmetrics Wiley","23","42","3705"
"3706","Jon Lee ","On constrained bottleneck extrema ","Operations Research","23","43","3706"
"3707","Jon Lee ","Orienting matroids representable over both GF and GF ","European Journal of Combinatorics","23","44","3707"
"3708","Jon Lee ","Subspaces with well-scaled frames ","Linear Algebra and its Applications","23","45","3708"
"3709","Jon Lee ","Semidefinite programming in experimental design ","H Wolkowicz R Saigal and L Vandenberghe editors Handbook of Semidefinite Programming International Series Operations Research and Management Science Kluwer","23","46","3709"
"3710","Jon Lee ","A spectral approach to polyhedral dimension ","Mathematical Programming Series A","23","47","3710"
"3711","Jon Lee ","The incidence structure of subspaces with well-scaled frames ","Journal of Combinatorial Theory Series B","23","48","3711"
"3712","Jon Lee ","Turan's triangle theorem and binary matroids ","European Journal of Combinatorics","23","49","3712"
"3713","Chia-Mei Chen;Satish K Tripathi"," An Optimistic Concurrency Control Algorithm in Real-Time Database Systems, ","Procc of the ISCA International Symposium Computer Architecture International Conference Parallel and Distributed Computing","23","5","3713"
"3714","Kurt Anstreicher;Jon Lee ","A masked spectral bound for maximum-entropy sampling ","IBM Research Report RC MODA Advances Model Oriented Design and Analysis Contributions to Statistics Springer","23","5","3714"
"3715","S Lee;Alan C Bovik ; Marios S Pattichis","Rate Control for Foveated MPEG/H Video ","ICIP International Conference Image Processing","23","5","3715"
"3716","Y Chen;G Dong;J Han;B W Wah;J Wang","Multi-Dimensional Regression Analysis of Time-Series Data Streams,","Proc the th Int l Conference Very Large Data Bases VLDB Very Large Data Bases","23","5","3716"
"3717","J Lee;Janny Leung","More facets from fences for linear ordering and acyclic subgraph polytopes ","Discrete Applied Mathematics","23","50","3717"
"3718","J Lee;Joy Williams ; Kurt M Anstreicher ; Marcia Fampa","Continuous Relaxations for Constrained Maximum-Entropy Sampling ","IPCO Integer Programming Combinatorial Optimization","23","51","3718"
"3719","J Lee;Joy Williams ; Kurt M Anstreicher ; Marcia Fampa","Maximum-entropy remote sampling ","Discrete Applied Mathematics","23","52","3719"
"3720","J Lee;Dan Wilson","Polyhedral methods for piecewise-linear functions I: the lambda method ","Discrete Applied Mathematics","23","53","3720"
"3721","C Chen ; C Li ; Sheng-Tzong Cheng","Network topology management in a mobile-switch ATM network: dynamic partition algorithms ","Int Journal of Network Management","23","6","3721"
"3722","Kurt M Anstreicher;Marcia Fampa;Jon Lee;Joy Williams ","Using continuous nonlinear relaxations to solve constrained maximum-entropy sampling problems ","Mathematical Programming Series A","23","6","3722"
"3723","S Lee;Melba M Crawford","Unsupervised Multistage Segmentation using Markov Random Field and Maximum Entropy Principle ","ICIP International Conference Image Processing","23","6","3723"
"3724","Y Chen;B W Wah;J Han","Intelligent Prediction and Planning for Large-Scale Market-Data Warehouses,","research project proposal full text","23","6","3724"
"3725","Chia-Mei Chen;Shyh-In Hwang;Satish K Tripathi"," A Performance Study of Real-Time Optimistic Concurrency Control the Knowledge of Execution time, ","International Journal of Computers and Their Applications II","23","7","3725"
"3726","Imre Barany;Jon Lee;Martin Shubik ","Classification of two-person ordinal bimatrix games ","International Journal of Game Theory","23","7","3726"
"3727","L Chen;Y Chen","Partitioning Computations Between Different Data Arrays onto Multiprocessors,","Proc of the th National Conference Parallel Processings pp Shanxi Science and Technology Press Xi an","23","7","3727"
"3728","Y Ko;K Lee;E Kang;S Lee"," Design of the Frame Memory Module for MPEG-II Video Encoder "," Proc of Summer Associated Conference Communication","23","7","3728"
"3729","Chia-Mei Chen;Satish K Tripathi;Alex Blackmore"," A Resource Synchronization Protocol for Multiprocessor Real-Time Systems ","Procs of the International Conference Parallel Processing","23","8","3729"
"3730","J Lee;Murray Campbell ; Vijay S Iyengar","Evaluating multiple attribute items using queries ","ACM Conference Electronic","23","8","3730"
"3731","L Chen;Y Chen","Partitioning Nested Loop Structure onto Multiprocessors,","Journal of Yangzhou University pp","23","8","3731"
"3732","S Lee"," Bandwidth Allocation of MPEG Video Encoder for Multi-Program Services "," Proc Korea Signal Processing","23","8","3732"
"3733","Chia-Mei Chen;W H Tsai"," Automatic Identification of Chinese Seal Imprints Arbitrary or Partial Shapes, ","Computer Processing of Chinese and Oriental Languages An International Journal of the Chinese Language Computer Society","23","9","3733"
"3734","Don Coppersmith;Jon Lee;Janny Leung ","A polyhedron for products of linear functions in / variables ","IBM Research Report RC","23","9","3734"
"3735","Jeong Su Lee ; Seong Hwan Jang","Dynamic Bandwidth Allocation for Multiple VBR MPEG Video Sources ","ICIP International Conference Image Processing","23","9","3735"
"3736","Y Chen","Optimal Anytime Search for Constrained Nonlinear Programming,","Master s Thesis Dept of Computer Science UIUC","23","9","3736"
"3737","Chi-Chang Chen;Kin-Hsing Hsieh"," A Distributed Object-Oriented Parallel Computing Environment Based on Java/CORBA,"," International Conference Parallel and Distributed Processing Techniques and Applications Las Vagas","24","1","3737"
"3738","J Lee;Seok-Ju Chun ; Seok-Lyong Lee","Approximate Aggregate Queries with Guaranteed Error Bounds ","RSFDGrC","24","1","3738"
"3739","J Smith;","Modal Theory, Partial Orders, and Digital Geometry ","Mathematical Foundations of Programming Semantics","24","1","3739"
"3740","S Lee; Chin-Hsiung Wu ; Pei-Zong Lee ; Shi-Jinn Horng ; Shih-Ying Lin","A New Computation of Shape Moments via Quadtree Decomposition ","IPDPS International Parallel and Distributed Processing Symposium Workshops","24","1","3740"
"3741","Y Chen; Concurrent Detection of Processor Control Errors by Hybrid Signature Monitoring ","EDCC","","24","1","3741"
"3742","C C Chen;J Chen","Optimal Parallel Routing in Star Graphs extended abastract ,"," th International Workshop Graph Theoretic Concepts Computer Science Como Lecture Notes Computer Science","24","10","3742"
"3743","J Lee;Seok-Lyong Lee","Collection Fusion Algorithm in Distributed Multimedia Databases pp - ,","Journal of KISS B","24","10","3743"
"3744","J Smith;Jonathan D H Smith; K W Johnson","Characters of finite quasigroups III: quotients and fusion","Eur J Comb","24","10","3744"
"3745","J Smith;Jonathan D H Smith;","Association schemes","superschemes and relations invariant under permutation groups Eur J Comb Available online","24","100","3745"
"3746","J Smith;Jonathan D H Smith; J D Phillips","The endocenter and its applications to quasigroup representation theory","Comm Math Univ Carol Available online","24","101","3746"
"3747","J Smith;Jonathan D H Smith;","Three key questions about complex systems"," Semiotics Evolution Energy and Development pages electronic journal Click here for local copy of paper","24","102","3747"
"3748","J Smith;Jonathan D H Smith;","Time in biological systems"," Studies the Structure of Time eds R Buccheri V di Ges M Saniga Kluwer New","24","103","3748"
"3749","J Smith;Jonathan D H Smith;","Time in biology and physics"," The Nature of Time Geometry Physics and Perception eds R Buccheri M Saniga W M Stuckey Kluwer Dordrecht","24","104","3749"
"3750","J Smith;Jonathan D H Smith;","Two enumeration principles for free algebras","Acta Univ Carolinae Math et Phys","24","105","3750"
"3751","J Smith;Jonathan D H Smith; J Y Choi","Tri-restricted numbers and powers of permutation representations","J Comb Math Comb Comp","24","106","3751"
"3752","C Chen;Jianer Chen","Optimal Parallel Routing in Star Networks ","IEEE Trans Computers","24","11","3752"
"3753","J Lee;Seok-Lyong Lee","A design and analysis of Web-Based courseware for word processor - ,","Journal of KAIE","24","11","3753"
"3754","J Smith;Jonathan D H Smith; K W Johnson","Characters of finite quasigroups II: induced characters","Eur J Comb","24","11","3754"
"3755","C Chen;Jianer Chen","The Maximum Partition Matching Problem with Applications ","SIAM Society for Industrial and Applied Mathematics J Comput","24","12","3755"
"3756","J Lee;Seok-Lyong Lee","Distributed Similarity Search Algorithm in Distributed Heterogeneous Multimedia Databases ","Information Processing Letters Volume Issue pp","24","12","3756"
"3757","J Smith;Jonathan D H Smith;","A coalgebraic approach to quasigroup permutation representations","Alg Univ Available online","24","12","3757"
"3758","Chi-Chang Chen;Jianer Chen","The maximum partition matching problem applications,","SIAM Society for Industrial and Applied Mathematics Journal Computing","24","13","3758"
"3759","J Lee;Seok-Lyong Lee","Data Collection Technique of Centralized Traffic Management System for Local Exchange ","International Telecommunication Symposium Taipei","24","13","3759"
"3760","J Smith;Jonathan D H Smith;","Classical and quantum statistical mechanics of permutation representations"," Groups Korea Proceedings of the International Conference Pusan National University Pusan Korea eds Y G Baik D L Johnson A C Kim Gruyter","24","13","3760"
"3761","J Lee;Seok-Lyong Lee","Dynamic Construction of Category Hierarchy Using Fuzzy Relational Products "," th International Conference Intelligent Data Engineering and Automated Learning IDEAL Intelligent Data Engineering and Automated Learning HongKong","24","14","3761"
"3762","J Smith;Jonathan D H Smith;","A class of quasigroups solving a problem of ergodic theory","Comment Math Univ Carol Available online","24","14","3762"
"3763","J Lee;Seok-Lyong Lee","Dynamic Update Cubes for Range Sum Queries "," th International Conference Very Large Data Bases pp","24","15","3763"
"3764","J Smith;Jonathan D H Smith;","Combinatorial characters of quasigroups"," Coding Theory and Design Theory Part I Coding Theory ed D Ray Chaudhuri Springer New","24","15","3764"
"3765","J Lee;Seok-Lyong Lee","Efficient Processing method of OLAP Range-Sum Queries ina dynamic warehouse environment - ,","Journal of KISS","24","16","3765"
"3766","J Smith;Jonathan D H Smith; A B Romanowska","Communicating processes and entropic algebras","Fund Informaticae","24","16","3766"
"3767","J Lee;Seok-Lyong Lee","Effective Similarity Search Methods for Large Video Data Streams ","International Conference Computational Science ICCS","24","17","3767"
"3768","J Smith;Jonathan D H Smith;","Commutative Moufang loops and Bessel functions","Inv Math","24","17","3768"
"3769","J Lee;Seok-Lyong Lee","Fuzzy-ARTMAP and Higher-Order Statistics Based Blind Equalization "," th International Conference Rough Sets Fuzzy Sets Data Mining anf Granular Computing RSFDGrC","24","18","3769"
"3770","J Smith;Jonathan D H Smith;","Commutative Moufang Loops: the first years","Algebras Groups and Geometries","24","18","3770"
"3771","J Lee;Seok-Lyong Lee","A Horizontal Partition of the Object-Oriented Database for Efficient Clustering ","Journal of Electrical Engineering and Information Science","24","19","3771"
"3772","J Smith;Jonathan D H Smith;","Competition and the canonical ensemble","Math Biosci Available online","24","19","3772"
"3773","Chi-Chang Chen;Jianer Chen","A homomorphism of the de bruijn graphs and its applications,","The First IEEE International Conference Algorithms and Architectures for Parallel Processing","24","2","3773"
"3774","J Lee;Chin-Wan Chung ; Deok-Hwan Kim ; Guang-Ho Cha ; Seok-Lyong Lee","Distributed similarity search algorithm in distributed heterogeneous multimedia databases ","Inf Process Lett","24","2","3774"
"3775","J Smith;Dug-Hwan Choi","Greedy Loop Transversal Codes for Correcting Error Burst ","Discrete Mathematics","24","2","3775"
"3776","S Lee; Horng-Ren Tsai ; Shi-Jinn Horng ; Yu-Hua Lee","Some Image Processing Algorithms on a RAP with Wider Bus Networks ","IPPS International Parallel Processing Symposium","24","2","3776"
"3777","Y Chen; Shambhu J Upadhyaya","Yield Analysis of Reconfigurable Array Processors Based on Multiple-Level Redundancy ","IEEE Trans Computers","24","2","3777"
"3778","J Lee;Seok-Lyong Lee","Heterogeneous Image Database Selection on the Web ","Journal of Systems and Software","24","20","3778"
"3779","J Smith;Jonathan D H Smith; X R Shen","Comtrans algebras and bilinear forms","Arch Math","24","20","3779"
"3780","J Lee;Seok-Lyong Lee","VDCluster: A Video Segmentation and Clustering Algorithm for Large Video Sequences pp - ,","Journal of KISS Databases","24","21","3780"
"3781","J Smith;Jonathan D H Smith;","Comtrans algebras and their physical applications","Banach Center Publications","24","21","3781"
"3782","J Lee;Seok-Lyong Lee","A Model for k-Nearest Neighbor Query Processing Cost in Multidimensional Data Spaces ","Information Processing Letters Issue","24","22","3782"
"3783","J Smith;Jonathan D H Smith; K B Athreya","Canonical distributions and phase transitions","Discuss Math Prob and Stat Online abstract","24","22","3783"
"3784","J Lee;Seok-Lyong Lee","Multi-dimensional Selectivity Estimation Using Compressed Histogram Information ","ACM SIGMOD International Conference Management of Data International Conference Management of Data pp","24","23","3784"
"3785","J Smith;Jonathan D H Smith;","Canonical ensembles","evolution of competing species and the arrow of time Evolutionary Systems Biological and Epistemological Perspectives Selection and Self organization eds G van Vijver S N Salthe and M Delpos Kluwer Dordrecht","24","23","3785"
"3786","J Lee;Seok-Lyong Lee","Approximate Aggregate Queries with Guaranteed Error Bounds "," th International Conference Rough Sets Fuzzy Sets Data Mining anf Granular Computing RSFDGrC","24","24","3786"
"3787","J Smith;Jonathan D H Smith;","Continued fractions","fibered automata and a theorem of Multiple Valued Logic","24","24","3787"
"3788","J Lee;Seok-Lyong Lee","Selectivity Estimation for Optimizing Similarity Query in Multimedia Databases "," th International Conference Intelligent Data Engineering and Automated Learning IDEAL HongKong","24","25","3788"
"3789","J Smith;Jonathan D H Smith;","Centraliser rings of multiplication groups on quasigroups","Math Proc Camb Phil Soc","24","25","3789"
"3790","J Lee;Seok-Lyong Lee","Similarity Search for Multidimensional Data Sequences ","Proceedings of th IEEE International Conference Data Engineering pp San Diego Computer Animation Presentation Slide","24","26","3790"
"3791","J Smith;Jonathan D H Smith; A B Romanowska","Differential groupoids"," Contributions to General Algebra eds D Dorninger G Eigenthaler H K Kaiser and W B M ller H lder Pichler Tempsky","24","26","3791"
"3792","J Lee;Seok-Lyong Lee","A Study of Similarity Measures on Multidimensional Data Sequences Using Semantic Information - ,","Journal of KISS","24","27","3792"
"3793","J Smith;Jonathan D H Smith; K Pszczola ; A B Romanowska","Duality for some free modes","Discuss Math Gen Alg and Appl Online abstract","24","27","3793"
"3794","J Lee;Seok-Lyong Lee","A Study on Intelligent Backtracking in Horn Clause Program ","Thesis Graduate School of Seoul National University","24","28","3794"
"3795","J Smith;Jonathan D H Smith; A B Romanowska","Duality for semilattice representations","J Pure Appl Algebra Available online","24","28","3795"
