,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
308,T Wang;S Santini;A Gupta, An Interpolated Volume Data Model, ACM Conf Very Large Databases VLDB Very Large Data Bases Demonstration,2,89,308,AGupta
309,G Burns;K Stephan;B Ludäscher;A Gupta,Towards a Federated Neuroscientific Knowledge Management System Using Brain Atlases, Computational Neuroscience Meeting CNS poster paper Brugge,2,10,309,AGupta
310,M Chagoyen;M E Kurul;P A De-Alarcon;S Santini;B Ludäscher;J M Carazo;A Gupta, A Semantic Mediation Approach for Problems in Computational Molecular Biology, IEEE Computer Society Bioinformatics Conference CSB,2,11,310,AGupta
311,P A de-Alarcon;A Pascual-Montano;A Gupta;J M Carazo, Modeling Shape and Topology of Low-resolution Density Maps of Biological Macromolecules, Biophysical Journal,2,12,311,AGupta
312,M H Goldbaum;A Gupta;V Kouznetsova;I Zaslavsky;D J Nazafi,General Medical Image online Description Grammar, poster American Association of Ophthalmologists,2,13,312,AGupta
313,A Gupta;B Ludäscher;M E Martone;A Rajasekar;E Ross;X Qian;S Santini;H He;I Zaslavsky, BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems, ACM Conf Management of Data SIGMOD International Conference Management of Data Demonstration page,2,14,313,AGupta
314,A Gupta; S Moezzi; A Taylor; S Chatterjee; R Jain; M Goldbaum; S Burgess,Content-based retrieval of ophtalmological images,Proc International Conference Image Processing Lusanne,2,15,314,AGupta
315,A Gupta;Y Yang;A Bagchi;A Ray," Declarative Specification of Gene Regulatory Networks and Query Evaluation in PathSys,",Proc of Workshop Bioinformatics conjunction with Intl Conf Data Engineering ICDE International Conference Data Engineering,2,16,315,AGupta
316,A Gupta;B Chanda,A Hue Preserving Enhancement Scheme For A Class Of Colour Images, Pattern Recognition Letters,2,17,316,AGupta
317,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,Knowledge-Based Integration of Neuroscience Data Sources ,SSDBM Statistical and Scientific Database Management,2,50,317,AGupta
318,A Gupta;R Jain,Visual information retrieval, Communications of the ACM,2,18,318,AGupta
319,A Gupta;Bertram Lud&auml;scher ; Ilya Zaslavsky ; Shabbar Tambawala,Query Evaluation and Presentation Planning within a Spatial Mediator: Extending XML-based Mediation to Heterogeneous Sources of GIS and Imagery Data Invited Address ,DEXA Database and Expert Systems Applications Workshop,2,51,319,AGupta
320,A Gupta,Visual Information Retrieval: a Virage Perspective, Technical Report Virage Inc,2,19,320,AGupta
321,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,Model-Based Mediation with Domain Maps ,ICDE International Conference Data Engineering,2,52,321,AGupta
322,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,Model-Based Information Integration in a Neuroscience Mediator System ,VLDB Very Large Data Bases,2,53,322,AGupta
323,A Gupta;Bertram Lud&auml;scher,Modeling Interactive Web Sources for Information Mediation ,ER International Conference Conceptual Modeling the Entity Relationship Approach Workshops,2,54,323,AGupta
324,A Gupta;Bertram Lud&auml;scher ; Chaitanya K Baru ; Pavel Velikhov ; Richard Marciano ; Vincent Chu ; Yannis Papakonstantinou,XML-based Information Mediation for Digital Libraries ,ACM DL Digital Libraries,2,55,324,AGupta
325,A Gupta;Bertram Lud&auml;scher ; Chaitanya K Baru ; Pavel Velikhov ; Richard Marciano ; Vincent Chu ; Yannis Papakonstantinou,XML-Based Information Mediation with MIX ,SIGMOD International Conference Management of Data Conference,2,56,325,AGupta
326,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone ; Xufei Qian,Navigating Virtual Information Sources with Know-ME ,EDBT Extending Database Technology,2,57,326,AGupta
327,T Wang;S Santini;A Gupta, An Interpolated Volume Model for Databases, Int Conf Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach,2,90,327,AGupta
328,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,An Extensible Model-Based Mediatior System with Domain Maps ,ICDE International Conference Data Engineering Demo Sessions,2,58,328,AGupta
329,A Gupta;Marcel Worring ; Ramesh Jain ; Shailendra K Bhonsle ; Simone Santini,Complex Visual Activity Recognition Using a Temporally Ordered Database ,VISUAL Visual Information and Information Systems,2,91,329,AGupta
330,A Gupta;Bertram Lud&auml;scher ; Reagan Moore,Ontology services for curriculum development in NSDL ,JCDL ACM IEEE Joint Conference Digital Libraries,2,59,330,AGupta
331,I Zaslavsky;B Ludäscher;A Gupta;R Marciano,Accuracy Mediation in a Spatial Wrapper Mediator System, st Geographic Information Science Conference Extended abstract,2,92,331,AGupta
332,I Zaslavsky;A Gupta;R Marciano,Combined Query and Transformation Planning in Spatial Mediators, Spatial Data Handling,2,93,332,AGupta
333,I Zaslavsky;R Marciano;A Gupta;C Baru, XML-based Spatial Data Mediation Infrastructure for Global Interoperability, th Global Spatial Data Infrastructure Conference Cape Town South Africa,2,94,333,AGupta
334,S Zhang;X Qian;A Gupta;M E Martone, A Practical Approach for Microscopy Imaging Data Management MIDM in Neuroscience, Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management,2,95,334,AGupta
335,A Gupta;A Bagchi,Learning object models in visual semantic networks, Proc International Conference Tools with Artificial Intelligence TAI Los Alamitos Computer Animation IEEE Comput Soc Press,2,20,335,AGupta
336,A Gupta;S Bhonsle;S Santini;R Jain,An Event Management Architecture for Activity Recognition in a Multistream Video Database, Proceedings of the Image Understanding Workshop Computer Animation,2,21,336,AGupta
337,A Gupta;T E Weymouth;R Jain,An extended object-oriented data model for large image bases, Proc Advances Spatial Databases Symposium SSD Symposium Large Spatial Databases Zurich Edited by Gunther O Schek H J Springer Verlag,2,22,337,AGupta
338,A Gupta;C Baru, An Extensible Information Model for Shared Scientific Data Collections, Future Generation Computer Systems,2,23,338,AGupta
339,A Gupta;H Hampapur;M Gorkani;R Jain,On Summarization of Video, International Conference Image Processing IEEE Santa Barbara,2,24,339,AGupta
340,A Gupta;S Santini;R Jain,In Search of Information in Visual Media, Communications of the ACM,2,25,340,AGupta
341,A Gupta;R Marciano;I Zaslavsky;C Baru, Integrating GIS and Imagery through XML-Based Information Mediation, Proc NSF International Workshop Integrated Spatial Databases Digital Images and GIS Workshop Advances Geographic Information Systems Lecture Notes Computer Science Springer Verlag,2,26,341,AGupta
342,A Gupta;B Ludäscher;R W Moore, Ontology Services for Curriculum Development in NSDL, ACM IEEE CS Joint Conference Digital Libraries JCDL ACM IEEE Joint Conference Digital Libraries,2,27,342,AGupta
343,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,Registering Scientific Information Sources for Semantic Mediation ,ER International Conference Conceptual Modeling the Entity Relationship Approach,2,60,343,AGupta
344,A Gupta;B Ludäscher;M E Martone," Registering Scientific Information Sources for Semantic Mediation,", st International Conference Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach Tampere,2,28,344,AGupta
345,A Gupta;Bertram Lud&auml;scher ; Edward Ross ; Ilya Zaslavsky ; Joshua Tran ; Maryann E Martone ; Xufei Qian,A System for Managing Alternate Models in Model-Based Mediation ,BNCOD British National Conference Databases,2,61,345,AGupta
346,A Gupta;T Weymouth;R Jain,Semantic queries in image databases, IFIP International Federation for Information Processing Transactions A Computer Science and Technology A,2,29,346,AGupta
347,A Gupta;Bertram Lud&auml;scher ; Ilkay Altintas,Time to Leave the Trees: From Syntactic to Conceptual Querying of XML ,EDBT Extending Database Technology Workshops,2,62,347,AGupta
348,A Gupta;Bertram Lud&auml;scher ; Gully Burns ; Klaas E Stephan ; Rolf K&ouml;tter,Towards a federated neuroscientific knowledge management system using brain atlases ,Neurocomputing,2,63,348,AGupta
349,B Ludäscher;A Gupta;I Altintas, Compiling Abstract Scientific Workflows into Web Service Workflows, Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management,2,64,349,AGupta
350,B Ludäscher;A Gupta;M E Martone, Model-Based Mediation with Domain Maps, th Intl Conference Data Engineering ICDE International Conference Data Engineering Heidelberg IEEE Computer Society,2,65,350,AGupta
351,B Ludäscher;A Gupta;M E Martone, A Model Based Mediator System for Scientific Data Management ,Z Lacroix and T Critchlow eds Bioinformatics Managing Scientific Data Morgan Kaufmann Publishers,2,66,351,AGupta
352,B Ludäscher;A Gupta, Modeling Interactive Web Sources for Information Mediation, Proc WWWCM Conceptual Modeling for the World Wide Web,2,67,352,AGupta
353,B Ludäscher;A Gupta;M Martone, A Mediator System for Model-based Information Integration, Int Conf VLDB Very Large Data Bases Cairo,2,68,353,AGupta
354,B Ludäscher;I Altintas;A Gupta, Time to Leave the Trees: From Syntactic to Conceptual Querying of XML, Proc of Workshop XML Data Management XMLDM conjunction with Intl Conf Extending Database Technology EDBT Extending Database Technology,2,69,354,AGupta
355,A Gupta; Jeffrey D Ullman ; Jennifer Widom ; Yehoshua Sagiv,Efficient and Complete Tests for Database Integrity Constraint Checking ,PPCP Principles and Practice of Constraint Programming,3,10,355,AGupta
356,A Gupta; Dallan Quass ; Venky Harinarayan,Aggregate-Query Processing in Data Warehousing Environments ,VLDB Very Large Data Bases,3,11,356,AGupta
357,A Gupta; Inderpal Singh Mumick,What is the Data Warehousing Problem? Are Materialized Views the Answer? ,VLDB Very Large Data Bases,3,12,357,AGupta
358,A Gupta; Jeffrey F Naughton ; Prasad Deshpande ; Raghu Ramakrishnan ; Rakesh Agrawal ; Sameet Agarwal ; Sunita Sarawagi,On the Computation of Multidimensional Aggregates ,VLDB Very Large Data Bases,3,13,358,AGupta
359,A Gupta; Jeffrey D Ullman ; Jennifer Widom ; Yehoshua Sagiv,Validating Constraints with Partial Information: Research Overview ,DAISD Deductive Approach to Information Systems and Databases,3,14,359,AGupta
360,A Gupta; H V Jagadish ; Inderpal Singh Mumick,Maintenance and Self Maintenance of Outer-Join Views ,NGITS Next Generation Information Technologies and Systems,3,15,360,AGupta
361,A Gupta; Dinesh Katiyar ; Inderpal Singh Mumick,Counting solutions to the View Maintenance Problem ,Workshop Deductive Databases JICSLP Joint International Conference and Symposium Logic Programming,3,16,361,AGupta
362,A Gupta; Jeffrey D Ullman,Generalizing Conjunctive Query Containment for View Maintenance and Integrity Constraint Verification Abstract ,Workshop Deductive Databases JICSLP Joint International Conference and Symposium Logic Programming,3,17,362,AGupta
363,A Gupta; Inderpal Singh Mumick ; Kenneth A Ross,Adapting Materialized Views after Redefinitions ,SIGMOD International Conference Management of Data Conference,3,18,363,AGupta
364,A Gupta; Inderpal Singh Mumick ; V S Subrahmanian,Maintaining Views Incrementally ,SIGMOD International Conference Management of Data Conference,3,19,364,AGupta
365,A Gupta; ,Junglee: Integrating Data of All Shapes and Sizes ,ICDE International Conference Data Engineering,3,1,365,AGupta
366,A Gupta; Rakesh Agrawal ; Sunita Sarawagi,Modeling Multidimensional Databases ,ICDE International Conference Data Engineering,3,2,366,AGupta
367,A Gupta; Anand Rajaraman ; Venky Harinarayan,Virtual Database Technology ,ICDE International Conference Data Engineering,3,3,367,AGupta
368,A Gupta; Venky Harinarayan,Optimization Using Tuple Subsumption ,ICDT International Conference Database Theory,3,4,368,AGupta
369,A Gupta; Laura M Haas ; Yannis Papakonstantinou,Capabilities-Based Query Rewriting in Mediator Systems ,PDIS Conference Parallel and Distributed Information Systems,3,5,369,AGupta
370,A Gupta; Dallan Quass ; Inderpal Singh Mumick ; Jennifer Widom,Making Views Self-Maintainable for Data Warehousing ,PDIS Conference Parallel and Distributed Information Systems,3,6,370,AGupta
371,A Gupta; Jeffrey D Ullman ; Jennifer Widom ; Yehoshua Sagiv,Constraint Checking with Partial Information ,PODS Symposium Principles of Database Systems,3,7,371,AGupta
372,A Gupta; ,Entrepreneurship for Information Systems Researchers Abstract of Invited Tutorial ,PODS Symposium Principles of Database Systems,3,8,372,AGupta
373,A Gupta; Inderpal Singh Mumick,Magic-sets Transformation in Nonrecursive Systems ,PODS Symposium Principles of Database Systems,3,9,373,AGupta
374,A Gupta; Jennifer Widom,Local Verification of Global Integrity Constraints in Distributed Databases ,SIGMOD International Conference Management of Data Conference,3,20,374,AGupta
375,A Gupta; Inderpal Singh Mumick ; Jun Rao ; Kenneth A Ross,Adapting materialized views after redefinitions: techniques and a performance study ,Inf Syst,3,21,375,AGupta
376,A Gupta; Jos&eacute; A Blakeley,Using Partial Information to Update Materialized Views ,Inf Syst,3,22,376,AGupta
377,A Gupta; Laura M Haas ; Yannis Papakonstantinou,Capabilities-Based Query Rewriting in Mediator Systems ,Distributed and Parallel Databases,3,23,377,AGupta
378,A Gupta; Inderpal Singh Mumick,"Maintenance of Materialized Views: Problems, Techniques, and Applications ",IEEE Data Eng Bull,3,24,378,AGupta
379,A Gupta; Sanjai Tiwari,Constraint Management On Distributed Design Databases ,IEEE Data Eng Bull,3,25,379,AGupta
380,A Gupta; Anand Rajaraman ; Venky Harinarayan,Virtual Database technology ,SIGMOD International Conference Management of Data Record,3,26,380,AGupta
381,A Gupta; Sanjai Tiwari,Distributed Constraint Management for Collaborative Engineering Databases ,CIKM International Conference Information and Knowledge Management,3,27,381,AGupta
382,A Gupta; H V Jagadish ; Inderpal Singh Mumick,Data Integration using Self-Maintainable Views ,EDBT Extending Database Technology,3,28,382,AGupta
383,A Gupta; Hector Garcia-Molina ; Jeffrey D Ullman ; Yannis Papakonstantinou,A Query Translation Scheme for Rapid Implementation of Wrappers ,DOOD Deductive and Object Oriented Databases,3,29,383,AGupta
384,A Gupta; ,E-Commerce and the Web ,Workshop Web Information and Data Management,3,30,384,AGupta
385,A Gupta; Arun N Swami ; Honesty C Young,Algorithms for Handling Skew in Parallel Task Scheduling ,J Parallel Distrib Comput,3,31,385,AGupta
386,A Gupta;N Nishimura,Finding Smallest Common Supertrees, Sixth Annual International Symposium Algorithms and Computation,4,30,386,AGupta
387,A Gupta,"A fast parallel algorithm for recognition of parenthesis languages,",Technical Report TR Department of Computer Science University of Toronto,4,31,387,AGupta
388,A Gupta;D Kaller;S Mahajan;T Shermer,Vertex Partitioning Problems on Partial k-trees, Scandinavian Workshop Algorithmic Theory,4,32,388,AGupta
389,A Gupta;D Kaller;T Shermer,Linear-Time Algorithms for Partial k-Tree Complements, Algorithmica,4,33,389,AGupta
390,A Gupta;N Nishimura;A Proskurowski;P Ragde, Embeddings of k-connected graphs of pathwidth k, Proceedings of the th Annual Scandinavian Workshop Algorithm Theory,4,34,390,AGupta
391,A Gupta;D Kaller;T Shermer, On the complements of Partial k-Trees, International Colloquium Automata Languages and Programming,4,35,391,AGupta
392,A Gupta;N Nishimura,An outline of the graph minors project : Wagner's Conjecture,Technical Report TR Department of Computer Science University of Toronto,4,36,392,AGupta
393,A Gupta;R Krishnamurti,"Parallel algorithms for vehicle routing problems,", Parallel Processing Letters,4,37,393,AGupta
394,A Gupta;R Krishnamurti,"Parallel algorithms for vehicle routing problems,",HIPC,4,38,394,AGupta
395,A Gupta;N Nishimura,Sequential and Parallel Algorithms for Embedding Problems on Classes of Partial k-Trees, Scandinavian Workshop Algorithmic Theory,4,39,395,AGupta
396,A Gupta;N Nishimura,"Sequential and parallel algorithms for embedding problems on k-connected partial k-trees,", pages,4,40,396,AGupta
397,A Gupta;S Mahajan,Using amplification to compute majority using small majority gates, Computational Complexity,4,41,397,AGupta
398,A Gupta;N Nishimura,The complexity of subgraph isomorphism: Duality results for graphs of bounded path- and tree-width, TCS Theoretical Computer Science A,4,42,398,AGupta
399,A Gupta;D Kaller;S Mahajan;T Shermer,The Generalized Matching Problem on Partial k-Trees, Contemporary Trends Discrete Math AMS American Mathematical Society,4,43,399,AGupta
400,A Gupta;N Nishimura,"The parallel complexity of tree embedding problems,",Journal of Algorithms Also appeared at the Ninth Symposium Theoretical Aspects of Computer Science STACS Symposium Theoretical Aspects of Computer Science,4,44,400,AGupta
401,A Gupta;Russell Impagliazzo,Bounding the Size of Planar Intertwines ,SIAM Society for Industrial and Applied Mathematics J Discrete Math,4,45,401,AGupta
402,A Gupta;Russell Impagliazzo,Computing Planar Intertwines,FOCS IEEE Symposium Foundations of Computer Science,4,46,402,AGupta
403,A Gupta;Damon Kaller ; Sanjeev Mahajan ; Thomas C Shermer,Vertex Partitioning Problems On Partial k-Trees ,SWAT Scandinavian Workshop Algorithm Theory,4,47,403,AGupta
404,A Gupta;Damon Kaller ; Thomas C Shermer,Linear-Time Algorithms for Partial-Tree Complements ,Algorithmica,4,48,404,AGupta
405,A Gupta;Damon Kaller ; Thomas C Shermer,On the Complements of Partial k-Trees ,ICALP Automata Languages and Programming,4,49,405,AGupta
406,J Delgrande;A Gupta," Updating =,-chains", Information Processing Letters,4,10,406,AGupta
407,A Gupta;James P Delgrande,"Updating &lt;=, &lt;-chains ",Inf Process Lett,4,11,407,AGupta
408,A Gupta;James P Delgrande ; Tim Van Allen,Point-Based Approaches to Qualitative Temporal Reasoning ,PRICAI Pacific Rim International Conference Artificial Intelligence,4,12,408,AGupta
409,A Gupta;James P Delgrande ; Tim Van Allen,Point-Based Approaches to Qualitative Temporal Reasoning ,AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence,4,13,409,AGupta
410,J Delgrande;A Gupta;T Van Allen, Point Based Approaches to Qualitative Temporal Reasoning, American Association for Artificial Intelligence,4,14,410,AGupta
411,J Delgrande;A Gupta,"Revising TimeGraph II,", th Canadian Conference Artificial Intelligence,4,15,411,AGupta
412,J Delgrande;A Gupta,"A representation for constant time temporal reasoning,",AAAI National Conference Artificial Intelligence,4,16,412,AGupta
413,A Gupta;James P Delgrande,A Representation for Efficient Temporal Reasoning ,AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence,4,17,413,AGupta
414,D Kaller;A Gupta;T Shermer,Regular factors in k-trees, Workshop Algorithms and Data Structures,4,50,414,AGupta
415,A Gupta;James P Delgrande,The Complexity of Minimum Partial Truth Assignments and Implication in Negation-Free Formulae ,Annals of Mathematics and Artificial Intelligence,4,18,415,AGupta
416,A Gupta;Damon Kaller ; Thomas C Shermer,Regular-Factors In The Complements Of Partial k-Trees ,WADS Workshop Algorithms and Data Structures,4,51,416,AGupta
417,J Delgrande;A Gupta,Two results in negation-free logic,Applied Mathematical Letters,4,19,417,AGupta
418,D Kaller;A Gupta; ;T Shermer,The [chi lc gif] t-colouring problem, th Annual Symposium the Theoretical Aspects of Computer Science,4,52,418,AGupta
419,A Gupta;Damon Kaller ; Thomas C Shermer,The Chi-t-Coloring Problem ,STACS Symposium Theoretical Aspects of Computer Science,4,53,419,AGupta
420,A Gupta;Sanjeev Mahajan,Using Amplification to Compute Majority with Small Majority Gates ,Computational Complexity,4,54,420,AGupta
421,A Gupta;Naomi Nishimura,Characterizing the Complexity of Subgraph Isomorphism for Graphs of Bounded Path-Width ,STACS Symposium Theoretical Aspects of Computer Science,4,55,421,AGupta
422,A Gupta;Naomi Nishimura,Finding Largest Common Embeddable Subtrees ,STACS Symposium Theoretical Aspects of Computer Science,4,56,422,AGupta
423,A Gupta;Naomi Nishimura,Finding Largest Subtrees and Smallest Supertrees ,Algorithmica,4,57,423,AGupta
424,A Gupta;Naomi Nishimura,finding Smallest Supertrees ,ISAAC International Symposium Algorithms and Computation,4,58,424,AGupta
425,A Gupta;Naomi Nishimura,Sequential and Parallel Algorithms for Embedding Problems on Classes of Partial k-Trees ,SWAT Scandinavian Workshop Algorithm Theory,4,59,425,AGupta
426,H Everett;A Gupta,"Acyclic directed hypercubes may have exponential diameter,",Information Processing Letters,4,20,426,AGupta
427,A Gupta;Daya Ram Gaur ; Ramesh Krishnamurti,A / -approximation algorithm for scheduling vehicles on a path with release and handling times ,Inf Process Lett,4,21,427,AGupta
428,A Gupta;N Nishimura,"Characterizing the complexity of subgraph isomorphism for graphs of bounded path-width,", th Symposium the Theoretical Aspects of Computer Science,4,22,428,AGupta
429,A Gupta;R Impagliazzo,Computing planar interwines,appeared at the Symposium the Foundations of Computer Science FOCS IEEE Symposium Foundations of Computer Science,4,23,429,AGupta
430,A Gupta;R Impagliazzo,Computing planar interwines SIAM,Journal Discrete Mathematics Also appeared at the Symposium the Foundations of Computer Science FOCS IEEE Symposium Foundations of Computer Science,4,24,430,AGupta
431,A Gupta;R Impagliazzo,"Computing planar intertwines,",Siam Journal Discrete Mathematics,4,25,431,AGupta
432,A Gupta;N Nishimura,Computing subtrees and supertrees, Algorithmica,4,26,432,AGupta
433,A Gupta,A constructive proof that trees are well-quasi ordered under minors,A Nerode and M Taitslin editors Second Symposium the Logical Foundations of Computer Science pages Springer Verlag,4,27,433,AGupta
434,A Gupta;Naomi Nishimura,The Complexity of Subgraph Isomorphism for Classes of Partial k-Trees ,Theor Comput Sci,4,60,434,AGupta
435,A Gupta,"Constructivity issues in tree minors,",Technical Report TR Department of Computer Science University of Toronto PhD dissertation,4,28,435,AGupta
436,A Gupta;Naomi Nishimura,The Parallel Complexity of Tree Embedding Problems ,J Algorithms,4,61,436,AGupta
437,A Gupta;N Nishimura,Finding Largest Common Embeddable Subtrees, th Annual Symposium the Theoretical Aspects of Computer Science,4,29,437,AGupta
438,A Gupta;,A Constructive Proof that Trees Are Well-Quasi-Ordered Under Minors ,LFCS Logical Foundations of Computer Science,4,1,438,AGupta
439,A Gupta;Naomi Nishimura,The Parallel Complexity of Tree Embedding Problems Extended Abstract ,STACS Symposium Theoretical Aspects of Computer Science,4,62,439,AGupta
440,A Gupta;,Finite Automata as Characterizations of Minor Closed Tree Families Extended Abstract ,ICALP Automata Languages and Programming,4,2,440,AGupta
441,A Gupta;Andrzej Proskurowski ; Naomi Nishimura ; Prabhakar Ragde,Embeddings of-Connected Graphs of Pathwidth ,SWAT Scandinavian Workshop Algorithm Theory,4,63,441,AGupta
442,T Van Allen;J Delgrande;A Gupta,"Qualitative Temporal Reasoning,",Pacific Rim International Conference Artificial Intelligence,4,3,442,AGupta
443,A Barranco-Mendoza;A Gupta,"Computational model of the development of neoplastic pre-invasive bronchial epithelial lesions,", English title General Congress Computo Medical Informatics City,4,4,443,AGupta
444,S Buss;S Cook;A Gupta;V Ramachandran,"An optimal parallel algorithm for formula evaluation,",SIAM Society for Industrial and Applied Mathematics Journal Computing,4,5,444,AGupta
445,F Dehne;A Gupta;J Sack;R Tamassia,Algorithms and Data Structures, Springer Verlag Lecture Notes Computer Science Volume,4,6,445,AGupta
446,J Delgrande;A Gupta,"Complexity in negation free logic,",Annals of Mathematics and Artificial Intelligence invited paper,4,7,446,AGupta
447,J Delgrande;A Gupta,Complexity in negation-free logic, AAAI National Conference Artificial Intelligence Workshop Complexity and AI Artificial Intelligence,4,8,447,AGupta
448,J Delgrande;A Gupta;T van Allen,A comparison of point-based approaches to qualitative temporal reasoning, Artifical Intelligence J,4,9,448,AGupta
449,A Gupta;Fred G Gustavson ; Mahesh V Joshi ; Sivan Toledo,"The Design, Implementation, and Evaluation of a Banded Linear Solver for Distributed-Memory Parallel Computers ",PARA Applied Parallel Computing,5,10,449,AGupta
450,A Gupta;Fred G Gustavson ; Mahesh V Joshi ; Sivan Toledo,"The Design, Implementation, and Evaluation of a Symmetric Banded Linear Solver for Distributed-Memory Parallel Computers ",ACM Trans Math Softw,5,11,450,AGupta
451,A Gupta;Mahesh V Joshi ; Vipin Kumar,WSSMP: A High-Performance Serial and Parallel Symmetric Sparse Linear Solver ,PARA Applied Parallel Computing,5,12,451,AGupta
452,A Gupta;Alexander Karaivanov ; Fred G Gustavson ; Jerzy Wasniewski ; Plamen Y Yalamov,Experience with a Recursive Perturbation Based Algorithm for Symmetric Indefinite Linear Systems ,Euro Par,5,13,452,AGupta
453,A Gupta;George Karypis ; Vipin Kumar,A Highly Parallel Interior Point Algorithm ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,14,453,AGupta
454,A Gupta;George Karypis ; Vipin Kumar,Highly Scalable Parallel Algorithms for Sparse Matrix Factorization ,IEEE Trans Parallel Distrib Syst,5,15,454,AGupta
455,A Gupta;George Karypis ; Vipin Kumar,A parallel formulation of interior point algorithms ,Supercomputing,5,16,455,AGupta
456,A Gupta;Vipin Kumar,Analysis of scalability of parallel algorithms and architectures: a survey ,ICS International Conference Supercomputing,5,17,456,AGupta
457,A Gupta;Vipin Kumar,Performance Properties of Large Scale Parallel Systems ,J Parallel Distrib Comput,5,18,457,AGupta
458,A Gupta;Vipin Kumar,Parallel Algorithms for Forward and Back Substitution in Direct Solution of Sparse Linear Systems ,Supercomputing,5,19,458,AGupta
459,A Gupta;Vipin Kumar,Optimally Scalable Parallel Sparse Cholesky Factorization ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,20,459,AGupta
460,A Gupta;Vipin Kumar,A scalable parallel algorithm for sparse Cholesky factorization ,Supercomputing,5,21,460,AGupta
461,A Gupta;Vipin Kumar,Scalability of Parallel Algorithms for Matrix Multiplication ,ICPP International Conference Parallel Processing,5,22,461,AGupta
462,A Gupta;Vipin Kumar,The Scalability of FFT on Parallel Computers ,IEEE Trans Parallel Distrib Syst,5,23,462,AGupta
463,A Gupta;David Moran ; Gary S Ditlow ; Ralph Williams ; Richard Moore ; Tom Wilkins,Parallel Analysis of IC Power Distribution Networks ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,24,463,AGupta
464,A Gupta;Yanto Muliadi,An Experimental Comparison of some Direct Sparse Solver Packages ,IPDPS International Parallel and Distributed Processing Symposium,5,25,464,AGupta
465,A Gupta;Pankaj Rohatgi ; Ramesh C Agarwal,Fast practical algorithms for the Boolean-product-witness-matrix problem ,ISSAC International Symposium Symbolic and Algebraic Computation,5,26,465,AGupta
466,A Gupta;Ahmed H Sameh ; Vipin Kumar,Performance and Scalability of Preconditioned Conjugate Gradient Methods on Parallel Computers ,IEEE Trans Parallel Distrib Syst,5,27,466,AGupta
467,A Gupta;Ahmed H Sameh ; Vipin Kumar,Performance and Scalability of Preconditioned Conjugate Gradient Methods on the CM- ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,28,467,AGupta
468,A Gupta;,Recent Progress in General Sparse Direct Solvers ,International Conference Computational Science,5,1,468,AGupta
469, Anshul Gupta; George Karypis; Vipin Kumar,Highly Scalable Parallel Algorithms for Sparse Matrix Factorization,IEEE Transactions Parallel and Distributed Systems,5,2,469,AGupta
470, Anshul Gupta,Improved Symbolic and Numerical Factorization Algorithms for Unsymmetric Sparse Matrices,IBM Research Report RC,5,3,470,AGupta
471, Anshul Gupta; Mahesh Joshi; Vipin Kumar,WSMP: A High-Performance Serial and Parallel Sparse Linear Solver,IBM Research Report RC,5,4,471,AGupta
472, Anshul Gupta,Recent Advances in Direct Methods for Solving Unsymmetric Sparse Systems of Linear Equations,IBM Research Report RC,5,5,472,AGupta
473,A Gupta;Fred G Gustavson ; George Karypis ; Mahesh V Joshi ; Vipin Kumar,Design and Implementation of a Scalable Parallel Direct Solver for Sparse Symmetric Positive Definite Systems: Preliminary Results ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,6,473,AGupta
474,A Gupta;Fred G Gustavson,Fast Graph Partitioning and Its Application in Sparse Matrix Ordering ,PARA Applied Parallel Computing,5,7,474,AGupta
475,A Gupta;Fred G Gustavson,A New Parallel Algorithm for Tridiagonal Symmetric Positive Definite Systems of Equations ,PARA Applied Parallel Computing,5,8,475,AGupta
476,A Gupta;Fred G Gustavson ; George Karypis ; Mahesh V Joshi ; Vipin Kumar,PSPASES: An Efficient and Scalable Parallel Sparse Direct Solver ,PPSC SIAM Conference Parallel Processing for Scientific Computing,5,9,476,AGupta
477,A Gupta;Amit Kumar,Sorting and Selection with Structured Costs ,FOCS IEEE Symposium Foundations of Computer Science,6,30,477,AGupta
478,A Gupta,Steiner nodes in Trees don't really help ,SODA Symposium Discrete Algorithms,6,31,478,AGupta
479,A Gupta;Amit Kumar; Mikkel Thorup,Tree Based MPLS Routing ,SPAA ACM Symposium Parallel Algorithms and Architectures,6,32,479,AGupta
